Date,Open,High,Low,Close,Adj Close,Volume
2017-08-07,345.549988,353.700012,344.100006,347.350006,340.265076,17204
2017-08-08,349.850006,349.850006,343.049988,343.700012,336.689545,16861
2017-08-09,343.700012,350.000000,338.000000,345.100006,338.061005,155816
2017-08-10,349.000000,349.000000,338.100006,340.450012,333.505829,27812
2017-08-11,340.000000,340.000000,330.000000,337.399994,330.518066,24005
2017-08-14,345.000000,345.000000,336.100006,339.250000,332.330292,10113
2017-08-16,341.200012,342.200012,338.500000,339.450012,332.526245,10286
2017-08-17,340.250000,344.000000,340.149994,342.549988,335.562988,13621
2017-08-18,342.700012,343.950012,340.549988,341.149994,334.191559,12977
2017-08-21,341.200012,344.500000,339.000000,340.149994,333.211945,10017
2017-08-22,343.000000,344.049988,335.049988,335.399994,328.558838,18027
2017-08-23,336.000000,338.149994,332.500000,333.899994,327.089417,24381
2017-08-24,337.500000,339.000000,335.049988,337.750000,330.860901,19531
2017-08-28,341.000000,341.049988,337.000000,338.250000,331.350708,21590
2017-08-29,339.500000,342.000000,338.000000,338.950012,332.036438,34121
2017-08-30,341.049988,344.850006,338.000000,340.149994,333.211945,53647
2017-08-31,340.200012,342.000000,337.250000,341.049988,334.093597,52658
2017-09-01,340.549988,346.899994,340.549988,345.899994,338.844666,19093
2017-09-04,345.600006,360.750000,342.600006,352.950012,345.750885,46504
2017-09-05,356.450012,356.450012,350.000000,350.500000,343.350861,12863
2017-09-06,350.549988,354.000000,349.000000,350.000000,342.861053,20007
2017-09-07,358.000000,361.649994,352.000000,353.700012,346.485565,30051
2017-09-08,353.750000,355.000000,347.600006,350.299988,343.154907,13525
2017-09-11,350.000000,353.450012,346.500000,348.149994,341.048737,17680
2017-09-12,349.899994,353.600006,347.649994,350.750000,343.595734,12378
2017-09-13,350.149994,354.000000,349.950012,351.450012,344.281464,16315
2017-09-14,350.799988,353.700012,347.049988,350.250000,343.105927,17651
2017-09-15,347.000000,352.000000,345.000000,348.049988,340.950806,14730
2017-09-18,355.000000,355.450012,348.000000,350.899994,343.742676,16114
